"","timestamp","course.delivered","instructor.communicated","hear","interest","department","verbs","useful","gender","ethnicity","outside.barriers","inside.barriers","what.barriers","position"
"460",2015-01-15,6,5,"Heard about it from a friend/colleague",5,NA,NA,5,NA,"N/A",NA,NA,NA,NA
"461",2015-01-15,5,5,"Found it on the D-Lab website",5,NA,NA,5,NA,"N/A",NA,NA,NA,NA
"462",2015-01-15,5,5,"Found it on the D-Lab website",6,"Psychology","She is super friendly and warm, but I did not learn much about how to use Python. The course just tried out the written scripts. I think the examples should be more general.",2,"Female/Woman","International",1,1,NA,NA
"463",2015-01-15,5,5,"Heard about it from a friend/colleague",6,"Linguistics",NA,6,"Female/Woman","White",1,1,NA,NA
"464",2015-01-15,1,3,"Email from the D-Lab mailing list",4,"Public Health","Wasted a huge amount of time fighting w/ non-python tech issues today - very frustrating! Would also like a better sense of how 4 day workshop is structured - not sure where we are going?",2,"Male/Man","White",1,1,NA,NA
"465",2015-01-15,4,3,"Found it on the D-Lab website",4,NA,"It was frustrating to not get things, we could explore before hand. Frustrating that BCE was not ready to roll right off the bat.",3,"Male/Man","Pacific Islander",5,2,NA,NA
"466",2015-01-15,5,5,"Found it on the D-Lab website",7,"Public Health","A bit slow getting started, but otherwise great",5,"Male/Man","White",1,1,NA,NA
"467",2015-01-15,3,3,"Email from the D-Lab mailing list",5,NA,NA,4,"Female/Woman","Asian American, White",2,2,"Instructors and material used",NA
"468",2015-01-15,4,5,"Heard about it from a friend/colleague",6,"Public Policy","Would have like more hands-on, applied coding rather than just clicking play and seeing output on iPython notebook.",4,"Male/Man","Asian American",2,1,NA,NA
"469",2015-01-15,2,3,"Heard about it from a friend/colleague",4,NA,"If day 1 of an intensive training is an advanced overview instead of nuts & bolts (that do not require a million dependencies), then do not expect everyone to install and run themselves. Following along is fine, but please make nuts & bolts day 1. Simple logic operators. Instuctor showing great complicated examples is great, but that should only be a small portion. Also, not everyone needs to run all of the code themselves when they cannot possibly understand 90+% of it.",1,"Male/Man","White",1,1,NA,NA
"470",2015-01-15,5,4,"Email from the D-Lab mailing list",7,"Public Policy",NA,7,"Male/Man","White",2,1,NA,NA
"471",2015-01-15,7,6,"Found it on the D-Lab website",7,"Integrative Biology","more non-social science focused stuff :)",5,"Female/Woman","White",1,1,NA,NA
"472",2015-01-15,6,7,"Found it on the D-Lab website",6,NA,"Great class!",6,"Female/Woman","International",2,2,"Learning materials",NA
"473",2015-01-15,6,6,"Heard about it from a friend/colleague",6,"Biostatistics Grad Grp",NA,6,"Female/Woman","White",2,1,NA,NA
"474",2015-01-15,6,7,"Don't remember",6,"Public Health",NA,5,"Female/Woman","White",1,1,NA,NA
"475",2015-01-15,5,6,"Found it on the D-Lab website",7,NA,NA,6,"Male/Man","White",1,1,NA,NA
"476",2015-01-15,5,6,"Heard about it from a friend/colleague",5,"Psychology",NA,5,"Female/Woman","White",2,1,"Instructors",NA
"477",2015-01-15,7,7,"Heard about it from a friend/colleague",7,NA,"The R Script provided for this class was so helpful. Thanks!",7,"Female/Woman","Latino/Chicano, Caribbean",1,1,NA,NA
"478",2015-01-15,6,7,"Found it on the D-Lab website",7,"Linguistics",NA,7,"Male/Man","Asian American",1,1,NA,NA
"479",2015-01-15,7,7,"Found it on the D-Lab website",7,"Political Science",NA,7,"Male/Man","White",3,2,"Prior Preparation",NA
"480",2015-01-15,7,6,"Found it on the D-Lab website",7,NA,NA,7,"Male/Man","White",1,1,NA,NA
"481",2015-01-15,6,6,"Found it on the D-Lab website",7,"Public Policy","Interested in how the D-lab can support R skill question during the semester",5,"Male/Man","White",1,1,NA,NA
"482",2015-01-15,6,5,"Found it on the D-Lab website",6,"Public Policy",NA,5,"Male/Man","White",1,1,NA,NA
"483",2015-01-15,6,7,"Found it on the D-Lab website",7,"Psychology","It is extremely helpful. I love this workshop series, although there are only two. I wish there will be more in the series such as causal inference. 
I work with quantitative data in psychology. ",7,"Female/Woman","International",1,1,NA,NA
"484",2015-01-15,6,7,"Heard about it from a friend/colleague",6,"Integrative Biology","Great instructor who goes through step by step process with you in Rstudio which makes it easy to follow.  She doesn't work by powerpoint only but utilizes real examples so that students can follow along and go through any problems that s/he might have.  Overall a very great experience with Clara.",6,"Female/Woman","Asian American",4,3,"Learning materials",NA
"485",2015-01-15,7,7,"Found it on the D-Lab website",7,NA,"Clara is patient, clear, and funny. A valuable instructor.",7,"Female/Woman","White",5,2,NA,NA
"486",2015-01-15,7,7,"Found it on the D-Lab website",7,"Biostatistics Grad Grp","I'd like to see some intensive data manipulation class, focusing on plyr, dplyr.",6,"Male/Man","Asian American",1,1,NA,NA
"487",2015-01-15,7,7,"Found it on the D-Lab website",7,NA,"Clara is definitely one of the best instructors in D-Lab. She has made R so clear. Besides, the exercises during the class help to ease the fear to a new programming language. Thank you, D-Lab for arranging such useful training. ",7,"Female/Woman","International",1,1,NA,NA
"488",2015-01-15,7,7,"Heard about it from a friend/colleague",7,"Public Policy","I'd love a class on presenting data/analysis in a visual way, with Stata, GIS, and other programs. It would also be nice to have a class on Excel, as well as Stata.",7,"Female/Woman","White",1,1,NA,NA
"489",2015-01-15,6,7,NA,6,"Psychology","I would love love love a workshop dealing with issues of multiple comparisons and false discovery rates",6,"Female/Woman","White",2,1,"Instructors",NA
"490",2015-01-15,5,7,"Heard about it from a friend/colleague",7,NA,NA,7,"Female/Woman","Decline to state",1,1,NA,NA
"491",2015-01-15,7,7,"Found it on the D-Lab website",6,"App Sci & Tech Grad Grp","good lecture well organized",7,"Female/Woman","International",2,2,"Learning materials",NA
"492",2015-01-15,5,4,"Email from the D-Lab mailing list",7,"Information",NA,4,"Male/Man","Decline to state",1,1,NA,NA
"493",2015-01-15,4,6,"Email from another mailing list",7,"Sociology",NA,5,"Male/Man","White",1,1,NA,NA
"494",2015-01-15,6,6,"Found it on the D-Lab website",7,"Public Policy",NA,6,"Male/Man","White",1,1,NA,NA
"495",2015-01-15,2,6,"Heard about it from a friend/colleague",5,"Psychology",NA,5,"Female/Woman","White",2,1,"Instructors",NA
"496",2015-01-15,7,7,"Heard about it from a friend/colleague",6,"Psychology",NA,6,"Female/Woman","White",2,1,"Instructors",NA
"497",2015-01-15,4,6,"Email from the D-Lab mailing list",7,"Integrative Biology",NA,7,"Female/Woman","White",1,1,NA,NA
"498",2015-01-15,6,7,"Heard about it from a friend/colleague",6,"Information",NA,6,"Male/Man","African American/Black",2,1,NA,NA
"499",2015-01-15,5,6,"Email from another mailing list",6,"Neuroscience",NA,6,"Male/Man","Decline to state",2,1,NA,NA
"500",2015-01-15,6,6,"Found it on the D-Lab website",6,NA,"Perhaps choose a dataset that is not about rape and murder. Talking about it all morning is a bit jarring.",6,"Male/Man","White",1,1,NA,NA
"501",2015-01-15,5,5,"Email from the D-Lab mailing list",6,"Psychology","Please start and end workshops on time!",5,"Male/Man","White",2,2,"cost of materials",NA
"502",2015-01-15,7,7,"Found it on the D-Lab website",7,"Public Policy",NA,6,"Male/Man","White",1,1,NA,NA
"503",2015-01-15,7,6,"Don't remember",7,"Public Health",NA,7,"Female/Woman","White",1,1,NA,NA
"504",2015-01-15,7,7,"Email from the D-Lab mailing list",7,"Sociology","This was the best experience I've had in several D-Lab trainings. Great instructor, great organization.",7,"Male/Man","White",3,3,"Instructors",NA
"505",2015-01-15,6,7,"Heard about it from a friend/colleague",7,"Integrative Biology",NA,7,"Female/Woman","White",4,1,"Learning materials",NA
"506",2015-01-15,7,7,"Found it on the D-Lab website",7,"Public Policy",NA,7,"Female/Woman","African American/Black",1,1,NA,NA
"507",2015-01-15,5,7,"Email from the D-Lab mailing list",6,"Sociology",NA,5,"Female/Woman","Asian American",2,1,NA,NA
"508",2015-01-15,5,4,"Found it on the D-Lab website",7,NA,"I am glad there will be a key. I could not at all keep up and I've used some R and still could not even type fast enough to understand the last half.",7,"Female/Woman","Decline to state",1,1,NA,NA
"509",2015-01-15,5,6,"Found it on the D-Lab website",7,"Public Policy",NA,5,"Male/Man","White",1,1,NA,NA
"510",2015-01-15,7,7,"Email from the D-Lab mailing list",7,NA,"Enjoyed it. Thank you!",7,"Male/Man","White",3,1,"Instructors",NA
"511",2015-01-15,6,6,"Heard about it from a friend/colleague",7,"Education",NA,6,"Female/Woman","Latino/Chicano, Caribbean",3,1,NA,NA
"512",2015-01-15,7,7,"Found it on the D-Lab website",7,"Integrative Biology",NA,7,"Female/Woman","White",2,1,NA,NA
"513",2015-01-15,6,6,"Heard about it from a friend/colleague",7,"Integrative Biology",NA,6,"Female/Woman","Asian American",3,1,NA,NA
"514",2015-01-15,5,7,"Don't remember",7,"Public Health","Thanks!",7,"Female/Woman","White",1,1,NA,NA
"515",2015-01-15,6,7,"Found it on the D-Lab website",7,NA,"Thank you for this incredible resource.",7,"Female/Woman","Latino/Chicano",2,1,NA,NA
"516",2015-01-15,7,7,"Heard about it from a friend/colleague",7,"Biostatistics Grad Grp",NA,7,"Female/Woman","White",1,1,NA,NA
"517",2015-01-15,5,6,"Heard about it from a friend/colleague",7,NA,NA,7,"Female/Woman","Latino/Chicano",3,1,NA,NA
"518",2015-01-15,5,7,"Email from another mailing list",7,"Political Science",NA,5,"Male/Man","White",1,1,NA,NA
"519",2015-01-15,4,7,"Email from the D-Lab mailing list",7,"Political Science",NA,7,"Male/Man","African American/Black, White",2,1,NA,NA
"520",2015-01-15,6,6,"Email from the D-Lab mailing list",7,"Political Science",NA,6,"Male/Man","International",1,1,NA,NA
"521",2015-01-15,6,7,"Heard about it from a friend/colleague",5,NA,NA,5,"Female/Woman","Decline to state",NA,NA,NA,NA
"522",2015-01-15,5,6,"Heard about it from a friend/colleague",7,"Energy & Resources Group","Didn't get to cover everything on agenda maybe should be in larger room to accommodate everyone and have fewer distractions.",7,"Female/Woman","White",4,1,NA,NA
"523",2015-01-15,4,6,"Found it on the D-Lab website",6,"Psychology","Training would have been more useful if it moved faster. Of course I understand some people were beginners. Unfortunately I knew how to navigate in Unix and would have benefited from more time learning pipes, scripts, etc.",4,"Female/Woman","White",1,1,NA,NA
"524",2015-01-15,6,7,"Heard about it from a friend/colleague",7,"Public Policy",NA,6,"Male/Man","Asian American",3,1,NA,NA
"525",2015-01-15,7,7,"Found it on the D-Lab website",7,"Public Policy",NA,7,"Female/Woman","African American/Black",1,1,NA,NA
"526",2015-01-15,4,7,"Email from the D-Lab mailing list",7,"Political Science",NA,6,"Female/Woman","Native American/Alaskan Native",4,1,"Learning materials",NA
"527",2015-01-15,7,7,"Email from the D-Lab mailing list",7,"Public Health","Great Service you provide",7,"Female/Woman","White",3,1,NA,NA
"528",2015-01-15,7,7,"Email from the D-Lab mailing list",7,"Sociology","I just need lots of support in R, have been able to find it for the most part.",5,"Male/Man","White",3,3,"Instructors",NA
"529",2015-01-15,5,6,"Heard about it from a friend/colleague",6,"Political Science","I would like to learn GIS, but starting very basic",5,"Male/Man","White",4,3,"Learning materials",NA
"530",2015-01-15,6,6,"Found it on the D-Lab website",7,"Psychology","D-lab has been great! Despite the technical problems, there are quite a few helpers! But large class always are hard to keep on time!",5,"Female/Woman","International",1,4,"My computer has lots of problems installing the software",NA
"531",2015-01-15,6,7,"Email from the D-Lab mailing list",7,"History",NA,7,NA,"Decline to state",NA,NA,NA,NA
"532",2015-01-15,3,6,"Found it on the D-Lab website",6,"Public Health","Maybe doing training in a computer lab w/ BCE installed would save 45 minutes",3,"Male/Man","White",1,1,NA,NA
"533",2015-01-15,5,6,"Heard about it from a friend/colleague",7,"Psychology",NA,5,"Male/Man","Latino/Chicano",4,1,NA,NA
"534",2015-01-15,7,7,"Email from the D-Lab mailing list",7,"Public Policy",NA,7,"Male/Man","White",1,1,NA,NA
"535",2015-01-15,5,6,NA,6,NA,"Class seems structured as a coding intro more than python intro, perhaps split the two up",5,"Male/Man","Decline to state",4,2,NA,NA
"536",2015-01-15,6,7,"Found it on the D-Lab website",6,"Psychology",NA,6,"Male/Man","Asian American",1,1,NA,NA
"537",2015-01-15,7,7,"Found it on the D-Lab website",7,"Psychology","Great instructor!!! ",7,"Female/Woman","White",5,2,NA,NA
"538",2015-01-15,2,2,"Found it on the D-Lab website",NA,NA,"As you know, there were problems with the BCE. It took nearly half the class to resolve those. That was especially problematic since all participants were required to download and install it in advance as a way of avoiding precisely those kinds of problems. 

This is clearly not the instructor's fault. She did what she could given the circumstances. 

It would have been helpful to get an overview of the agenda for the entire workshop at the beginning of class. For example, it would have been good to know that each session would be taught be a different instructor with a different approach and that there wasn't a sequential curriculum but disparate topics. 

There also seemed to be the assumption that all of the participants attended the FUNdamentals session on Monday even though it was not required and there was no indication in the Python Intensive announcement that it was even related. 

The second session, on 1/14, was great. ",2,NA,"White",NA,NA,NA,NA
"539",2015-01-14,3,3,"Email from the D-Lab mailing list",5,NA,"The first day of the training did not cover basic taxonomy of Python (data structures & objects, types, functions & modules, etc.) Instead it jumped into a very applied example, without explaining any of the underlying code. This was not very helpful, and as a result I've decided not to attend further lectures. ",4,"Female/Woman","Asian American, White",3,2,NA,NA
"540",2015-01-14,7,7,"Heard about it from a friend/colleague",7,NA,NA,7,"Male/Man","White",1,1,NA,NA
"541",2015-01-14,7,7,"Heard about it from a friend/colleague",7,NA,"This was a great introduction to R. Clara was clear and patient. I will be back!",6,"Male/Man","White",2,1,NA,NA
"542",2015-01-13,3,6,"Email from another mailing list",6,"Neuroscience",NA,5,"Male/Man","White",1,1,NA,NA
"543",2015-01-13,5,7,"Email from another mailing list",7,"Slavic Languages & Lit",NA,7,"Female/Woman","White",1,1,NA,NA
"544",2015-01-13,7,7,"Heard about it from a friend/colleague",7,"Integrative Biology",NA,7,"Female/Woman","White",4,1,"Learning materials",NA
"545",2015-01-13,6,7,"Email from the D-Lab mailing list",7,NA,NA,5,"Male/Man","White",1,1,NA,NA
"546",2014-12-17,6,7,"Found it on the D-Lab website",7,NA,NA,6,"Female/Woman","International",1,1,NA,NA
"547",2014-12-17,6,5,"Heard about it from a friend/colleague",7,NA,NA,7,"Male/Man","Latino/Chicano",4,1,NA,NA
"548",2014-12-17,6,7,"Found it on the D-Lab website",6,NA,NA,6,"Female/Woman","White",1,1,NA,NA
"549",2014-12-16,7,7,"Found it on the D-Lab website",7,"Public Health",NA,7,NA,"N/A",NA,NA,NA,NA
"550",2014-12-16,5,6,"Found it on the D-Lab website",6,NA,NA,6,"Female/Woman","White",NA,NA,NA,NA
"551",2014-12-16,7,6,"Heard about it from a friend/colleague",NA,"Psychology",NA,6,"Male/Man","International",1,1,NA,NA
"552",2014-12-16,5,7,"Found it on the D-Lab website",6,NA,NA,6,"Female/Woman","White",1,1,NA,NA
"553",2014-12-12,5,6,"Heard about it from a friend/colleague",6,"Public Health","I learned a lot of little things, little hints and shortcuts, but no big thing like analysis method.  I considered myself intermediate, but I was looking for something a little more.  I knew that the instructor knew what he was doing, though, so I enjoyed attending and learning what was offered.  Would love a more intense course sometime in the future.",6,"Female/Woman","White",1,1,NA,NA
"554",2014-12-12,5,4,"Heard about it from a friend/colleague",6,NA,"Great class, looking forward to learning more.",5,"Male/Man","Decline to state",1,NA,NA,NA
"555",2014-12-11,6,4,"Email from the D-Lab mailing list",6,NA,NA,5,"Male/Man","Decline to state",1,1,NA,NA
"556",2014-12-09,7,7,"Found it on the D-Lab website",7,"Sociology",NA,7,"Female/Woman","White",4,1,NA,NA
"557",2014-12-09,7,7,"Email from the D-Lab mailing list",7,"Sociology",NA,6,"Female/Woman","African American/Black",3,3,NA,NA
